__CardsToDelete,"CreditCard_Key INT NOT NULL "
TitleLoanApproval,"TITLELOAN_APPROVAL_KEY INT NOT NULL ,TITLELOAN_KEY INT NOT NULL ,TLA_WHOLESALE_PCT NUMERIC NOT NULL ,TLA_CHK_ACCT_PCT NUMERIC NOT NULL ,TLA_CCARD_PCT NUMERIC NOT NULL ,TLA_EMP_SINCE_PCT NUMERIC NOT NULL ,TLA_EMP_SINCE_MON INT NOT NULL ,TLA_BASE_PCT NUMERIC NOT NULL ,TLA_BASE_AMT NUMBER(10,4) NOT NULL ,TLA_NET_INC_AMT NUMBER(10,4) NOT NULL ,TLA_NET_INC_USED BOOLEAN NOT NULL ,TLA_NET_INC_PCT NUMERIC NOT NULL ,TLA_WHOLE_MIN_PCT NUMERIC NOT NULL ,TLA_WHOLE_MIN_AMT NUMBER(10,4) NOT NULL ,TLA_WHOLE_MIN_USED BOOLEAN NOT NULL ,TLA_MAX_LOAN_AMT NUMBER(10,4) NOT NULL ,TLA_MAX_LOAN_USED BOOLEAN NOT NULL ,TLA_NET_INC_LIMIT BOOLEAN NOT NULL ,TLA_FULL_INS_1000 BOOLEAN NOT NULL ,TLA_PAY_VER_500 BOOLEAN NOT NULL ,TLA_EMP_3_MON_500 BOOLEAN NOT NULL ,TLA_MIN_LOAN_150 BOOLEAN NOT NULL ,TLA_MAX_NET_INC_25 BOOLEAN NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",ENTERED_LOCATION smallint NOT NULL ,TLA_2ND_LIEN_INCR BOOLEAN NULL ,TLA_2ND_LIEN_INCR_AMT NUMBER(10,4) NOT NULL ,APPROVAL_AMT NUMBER(10,4) NULL ,MGR_OVERRIDE_AMT NUMBER(10,4) NULL ,MGR_OVERRIDE_INITS CHAR(8000) NULL COLLATE ""en-ci"",LOAN_KEY INT NULL ,SCORE_VALUE INT NOT NULL ,SCORE_AMOUNT NUMBER(10,4) NOT NULL "
TotalDailyFees,"TOTAL_DAILY_FEES_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,STORE_FEES_PAYDAY NUMBER(19,4) NOT NULL ,STORE_FEES_TITLE NUMBER(19,4) NOT NULL ,STORE_FEES_SIG NUMBER(19,4) NOT NULL ,STORE_FEES_CASH_CHK NUMBER(19,4) NOT NULL ,STORE_FEES_OTHER NUMBER(19,4) NOT NULL ,INTERNET_FEES NUMBER(19,4) NOT NULL ,STORE_FEES_TOTAL NUMBER(19,4) NOT NULL ,STORE_FEES_RANK smallint NOT NULL ,ALL_FEES_TOTAL NUMBER(19,4) NOT NULL ,ALL_FEES_RANK smallint NOT NULL "
TotalDailyFees2,"location smallint NOT NULL ,feepra NUMBER(19,4) NULL ,feechk NUMBER(19,4) NULL ,feetitle NUMBER(19,4) NULL ,feesig NUMBER(19,4) NULL ,feeother NUMBER(19,4) NULL "
TransactionDirection,"TRANSACTION_DIRECTION_KEY INT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
TransactionNote,"TRANSACTION_NOTE_KEY INT NOT NULL ,TRANS_POS_KEY INT NOT NULL ,CUSTOMER_KEY INT NULL ,NOTE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",RTF_NOTE text NOT NULL COLLATE ""en-ci"",IS_FLASH BOOLEAN NOT NULL ,IS_DELETED BOOLEAN NOT NULL ,DATE_DELETED datetime NULL ,DELETED_BY CHAR(8000) NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",FLASH_EXPIRATION_DATE DATE NULL "
TransactionProcessor,"TRANSACTION_PROCESSOR_KEY INT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",PAYMENT_METHOD_KEY INT NOT NULL ,TRANSACTION_DIRECTION_KEY INT NOT NULL ,CREDIT_CARD_VENDOR_KEY SMALLINT NULL ,CARD_FUNDING_VENDOR_KEY SMALLINT NULL ,IS_INTERAC BOOLEAN NOT NULL "
TransactionProcessorCompanyBankAccountConfig,"TRANSACTION_PROCESSOR_COMPANY_BANK_ACCOUNT_CONFIG_KEY INT NOT NULL ,TRANSACTION_PROCESSOR_KEY INT NOT NULL ,COMPANY_BANK_ACCOUNT_KEY INT NOT NULL ,LOCATION smallint NULL ,LOAN_PRODUCT_KEY INT NULL ,IS_PRODUCTION BOOLEAN NOT NULL ,KEY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VALUE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATED_BY CHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL ,IS_HIDDEN BOOLEAN NOT NULL "
TransactionProcessorCompanyBankAccountConfigHistory,"TRANSACTION_PROCESSOR_COMPANY_BANK_ACCOUNT_CONFIG_KEY INT NOT NULL ,TRANSACTION_PROCESSOR_KEY INT NOT NULL ,COMPANY_BANK_ACCOUNT_KEY INT NOT NULL ,LOCATION smallint NULL ,LOAN_PRODUCT_KEY INT NULL ,IS_PRODUCTION BOOLEAN NOT NULL ,KEY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VALUE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATED_BY CHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL ,IS_HIDDEN BOOLEAN NOT NULL "
TransactionProcessorConfig,"TRANSACTION_PROCESSOR_CONFIG_KEY INT NOT NULL ,TRANSACTION_PROCESSOR_KEY INT NOT NULL ,LOCATION smallint NULL ,LOAN_PRODUCT_KEY INT NULL ,IS_PRODUCTION BOOLEAN NOT NULL ,KEY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VALUE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATED_BY CHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL ,IS_HIDDEN BOOLEAN NOT NULL "
TransactionProcessorConfigHistory,"TRANSACTION_PROCESSOR_CONFIG_KEY INT NOT NULL ,TRANSACTION_PROCESSOR_KEY INT NOT NULL ,LOCATION smallint NULL ,LOAN_PRODUCT_KEY INT NULL ,IS_PRODUCTION BOOLEAN NOT NULL ,KEY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VALUE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATED_BY CHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL ,IS_HIDDEN BOOLEAN NOT NULL "
TransCode,"TRANS_CODE_KEY SMALLINT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
TransDetail,"TRANS_DETAIL_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",LOCATION smallint NOT NULL ,TRANS_POS_KEY INT NULL ,DRAWERZ_KEY INT NULL ,REVERSE_KEY INT NULL ,CUSTOMER_KEY INT NULL ,TRANS_CODE SMALLINT NOT NULL ,PRODUCT_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",LOAN_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"""
TransDetailAcct,"TRANS_DETAIL_ACCT_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,ACCT_TYPE SMALLINT NOT NULL ,AMOUNT NUMBER(19,4) NOT NULL ,GL_ACCT INT NOT NULL "
TransDetailCardProducts,"TRANS_DETAIL_CARD_PRODUCTS_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,CARD_PRODUCTS_TRANS_KEY INT NOT NULL ,ACCOUNT_HOLDER_KEY INT NOT NULL ,FIRST_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",MIDDLE_INITIAL VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CARD_NUMBER_TOKEN INT NOT NULL ,BIN INT NOT NULL ,CARD_NUMBER_LAST_FOUR smallint NOT NULL ,PARTNER_KEY SMALLINT NOT NULL ,EXPIRATION_MONTH SMALLINT NOT NULL ,EXPIRATION_YEAR smallint NOT NULL "
TransDetailCash,"TRANS_DETAIL_CASH_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,CASH_FROM CHAR(8000) NOT NULL COLLATE ""en-ci"",CASH_TO CHAR(8000) NOT NULL COLLATE ""en-ci"",CASH_AMT NUMBER(19,4) NOT NULL ,CCARD_AMT NUMBER(10,4) NOT NULL ,PARSE_CASH_KEY INT NULL ,DRAWER_KEY INT NULL ,CURRENCY_KEY INT NOT NULL "
TransDetailCashParsedCash,"TRANS_DETAIL_CASH_PARSED_CASH_KEY INT NOT NULL ,TRANS_DETAIL_CASH_KEY INT NOT NULL ,DENOMINATION_KEY INT NOT NULL ,AMOUNT NUMBER(19,4) NOT NULL "
TransDetailCheck,"TRANS_DETAIL_CHECK_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,CHECK_FROM CHAR(8000) NOT NULL COLLATE ""en-ci"",CHECK_TO CHAR(8000) NOT NULL COLLATE ""en-ci"",CHECK_AMT NUMBER(19,4) NOT NULL ,CHECK_QTY smallint NOT NULL ,CHECK_TYPE SMALLINT NOT NULL ,DRAWER_KEY INT NULL ,DEPOSIT_METHOD CHAR(8000) NOT NULL COLLATE ""en-ci"""
TransDetailIntShort,"TRANS_DETAIL_INT_SHORT INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,CUSTOMER_KEY INT NULL ,BUSINESS_DATE DATE NULL ,TD_DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SPELL_TRANS_CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
TransDetailLoan,"TRANS_DETAIL_LOAN_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,LOAN_FROM CHAR(8000) NOT NULL COLLATE ""en-ci"",LOAN_TO CHAR(8000) NOT NULL COLLATE ""en-ci"",LOAN_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",LOAN_AMT NUMBER(10,4) NOT NULL ,LOAN_CNT SMALLINT NOT NULL ,PRODUCT_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"""
TransDetailService,"TRANS_DETAIL_SERVICE_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,TRANS_DETAIL_ACCT_KEY INT NULL ,SERVICE_FROM CHAR(8000) NOT NULL COLLATE ""en-ci"",SERVICE_TO CHAR(8000) NOT NULL COLLATE ""en-ci"",SERVICE_DETAIL_KEY INT NOT NULL ,SERVICE_QTY INT NOT NULL ,DRAWER_KEY INT NULL "
TransferFunds,"TRANSFER_FUNDS_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",LOCATION smallint NOT NULL ,FUNDS_FROM CHAR(8000) NOT NULL COLLATE ""en-ci"",FUNDS_TO CHAR(8000) NOT NULL COLLATE ""en-ci"",GL_ACCT INT NOT NULL ,TOT_AMOUNT NUMBER(19,4) NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TRANS_DETAIL_KEY INT NOT NULL ,CURRENCY_KEY INT NOT NULL ,ADP_POSITION_ID VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
TransferFundsInterStore,"TRANSFER_FUNDS_INTER_STORE_KEY INT NOT NULL ,FROM_TRANSFER_FUNDS_KEY INT NOT NULL ,FROM_TRANS_DETAIL_CASH_KEY INT NULL ,FROM_LOCATION smallint NOT NULL ,TO_LOCATION smallint NOT NULL ,TO_TRANSFER_FUNDS_KEY INT NULL ,BASE_CURRENCY_VALUE DECIMAL(38,0) NOT NULL ,SERVICE_MASTER_KEY INT NULL ,SERVICE_QTY INT NULL "
TransPOS,"TRANS_POS_KEY INT NOT NULL ,CUSTOMER_KEY INT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",LOCATION smallint NOT NULL ,CASH_RECV NUMBER(10,4) NOT NULL ,CASH_PAID NUMBER(10,4) NOT NULL ,CCARD_RECV NUMBER(10,4) NOT NULL ,CCARD_PAID NUMBER(10,4) NOT NULL "
TransUnionCodes,"TUC_KEY INT NOT NULL ,tuc_code VARCHAR(8000) NOT NULL COLLATE ""en-ci"",tuc_type VARCHAR(8000) NOT NULL COLLATE ""en-ci"",tuc_desc VARCHAR(8000) NULL COLLATE ""en-ci"""
US_States,"State CHAR(8000) NOT NULL COLLATE ""en-ci"",StateName VARCHAR(8000) NULL COLLATE ""en-ci"",IS_US_STATE BOOLEAN NOT NULL ,IS_CANADA_PROVINCE BOOLEAN NOT NULL "
US_Zipcodes,"ZIPCODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CITY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",STATE CHAR(8000) NOT NULL COLLATE ""en-ci"",COUNTY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TIMEZONE smallint NOT NULL ,MSA_CODE VARCHAR(8000) NULL COLLATE ""en-ci"",ZIP_TYPE VARCHAR(8000) NULL COLLATE ""en-ci"",DMA INT NULL ,latitude DECIMAL(38,0) NULL ,longitude DECIMAL(38,0) NULL "
VariableRateType,"VARIABLE_RATE_TYPE_KEY INT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VaultCount,"VAULT_COUNT_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",LOCATION smallint NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,START_OF_DAY SMALLINT NOT NULL ,OS_REASON VARCHAR(8000) NULL COLLATE ""en-ci"",ENTERED_PARSE_CASH_KEY INT NULL ,CALC_PARSE_CASH_KEY INT NULL ,CASHCHK_AMT NUMBER(19,4) NOT NULL ,COLLCHK_AMT NUMBER(19,4) NOT NULL ,CASHCHK_CNT INT NOT NULL ,COLLCHK_CNT INT NOT NULL ,CCARD_AMT NUMBER(19,4) NOT NULL ,CCARD_CNT INT NOT NULL ,BALSHEET_KEY INT NULL ,OS_CATEGORY CHAR(8000) NULL COLLATE ""en-ci"",SPAY_PAYDAY_CHECKS_AMT NUMBER(19,4) NOT NULL ,MPAY_PAYDAY_AMT NUMBER(19,4) NOT NULL ,OEND_PAYDAY_AMT NUMBER(19,4) NOT NULL ,SPAY_TITLE_AMT NUMBER(19,4) NOT NULL ,MPAY_TITLE_AMT NUMBER(19,4) NOT NULL ,OEND_TITLE_AMT NUMBER(19,4) NOT NULL ,SPAY_TITLE_2ND_AMT NUMBER(19,4) NOT NULL ,MPAY_TITLE_2ND_AMT NUMBER(19,4) NOT NULL ,OEND_TITLE_2ND_AMT NUMBER(19,4) NOT NULL ,SPAY_SIG_AMT NUMBER(19,4) NOT NULL ,MPAY_SIG_AMT NUMBER(19,4) NOT NULL ,OEND_SIG_AMT NUMBER(19,4) NOT NULL ,SPAY_PAYDAY_CHECKS_CNT INT NOT NULL ,MPAY_PAYDAY_CNT INT NOT NULL ,OEND_PAYDAY_CNT INT NOT NULL ,SPAY_TITLE_CNT INT NOT NULL ,MPAY_TITLE_CNT INT NOT NULL ,OEND_TITLE_CNT INT NOT NULL ,SPAY_TITLE_2ND_CNT INT NOT NULL ,MPAY_TITLE_2ND_CNT INT NOT NULL ,OEND_TITLE_2ND_CNT INT NOT NULL ,SPAY_SIG_CNT INT NOT NULL ,MPAY_SIG_CNT INT NOT NULL ,OEND_SIG_CNT INT NOT NULL ,BUSINESS_DATE DATE NULL ,BAG_MIDDAY_CNT INT NOT NULL ,BAG_MIDDAY_CHK_CNT INT NOT NULL ,BAG_MIDDAY_AMT NUMBER(19,4) NOT NULL ,BAG_EODAY_CNT INT NOT NULL ,BAG_EODAY_CHK_CNT INT NOT NULL ,BAG_EODAY_AMT NUMBER(19,4) NOT NULL ,SPAY_PAYDAY_DEBIT_CARDS_AMT NUMBER(19,4) NOT NULL ,SPAY_PAYDAY_DEBIT_CARDS_CNT INT NOT NULL ,GOLD_DAILY_BAGS_CNT INT NOT NULL ,GOLD_DAILY_BAGS_AMT NUMBER(10,4) NOT NULL ,VAULT_MANAGER CHAR(8000) NULL COLLATE ""en-ci"""
VaultCountCalcParsedCash,"VAULT_COUNT_CALC_PARSED_CASH_KEY INT NOT NULL ,VAULT_COUNT_KEY INT NOT NULL ,DENOMINATION_KEY INT NOT NULL ,AMOUNT NUMBER(19,4) NOT NULL "
VaultCountEnteredParsedCash,"VAULT_COUNT_ENTERED_PARSED_CASH_KEY INT NOT NULL ,VAULT_COUNT_KEY INT NOT NULL ,DENOMINATION_KEY INT NOT NULL ,AMOUNT NUMBER(19,4) NOT NULL "
VaultCountService,"VAULT_COUNT_SERVICE_KEY INT NOT NULL ,VAULT_COUNT_KEY INT NOT NULL ,SERVICE_DETAIL_KEY INT NOT NULL ,SERVICE_CNT INT NOT NULL ,SERVICE_CALC INT NOT NULL "
VaultMaster,"VAULT_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,VAULT_MGR CHAR(8000) NULL COLLATE ""en-ci"",VAULT_100 NUMBER(19,4) NULL ,VAULT_50 NUMBER(19,4) NULL ,VAULT_20 NUMBER(19,4) NULL ,VAULT_10 NUMBER(19,4) NULL ,VAULT_05 NUMBER(19,4) NULL ,VAULT_01 NUMBER(19,4) NULL ,VAULT_HLF NUMBER(19,4) NULL ,VAULT_QTR NUMBER(19,4) NULL ,VAULT_DIME NUMBER(19,4) NULL ,VAULT_NIC NUMBER(19,4) NULL ,VAULT_PEN NUMBER(19,4) NULL ,VAULT_MISC NUMBER(19,4) NULL ,VAULT_CASHCHK_AMT NUMBER(19,4) NOT NULL ,VAULT_CCARD_AMT NUMBER(19,4) NULL ,VAULT_CASHCHK_CNT smallint NOT NULL ,VAULT_CCARD_CNT INT NULL ,MGR_AUDIT_COMPLETE BOOLEAN NOT NULL ,VMGR_AUDIT_COMPLETE BOOLEAN NOT NULL ,VAULT_MPAY_PAYDAY_AMT NUMBER(19,4) NOT NULL ,VAULT_OEND_PAYDAY_AMT NUMBER(19,4) NOT NULL ,VAULT_SPAY_TITLE_AMT NUMBER(19,4) NOT NULL ,VAULT_MPAY_TITLE_AMT NUMBER(19,4) NOT NULL ,VAULT_OEND_TITLE_AMT NUMBER(19,4) NOT NULL ,VAULT_SPAY_TITLE_2ND_AMT NUMBER(19,4) NOT NULL ,VAULT_MPAY_TITLE_2ND_AMT NUMBER(19,4) NOT NULL ,VAULT_OEND_TITLE_2ND_AMT NUMBER(19,4) NOT NULL ,VAULT_SPAY_SIG_AMT NUMBER(19,4) NOT NULL ,VAULT_MPAY_SIG_AMT NUMBER(19,4) NOT NULL ,VAULT_OEND_SIG_AMT NUMBER(19,4) NOT NULL ,VAULT_MPAY_PAYDAY_CNT INT NOT NULL ,VAULT_OEND_PAYDAY_CNT INT NOT NULL ,VAULT_SPAY_TITLE_CNT INT NOT NULL ,VAULT_MPAY_TITLE_CNT INT NOT NULL ,VAULT_OEND_TITLE_CNT INT NOT NULL ,VAULT_SPAY_TITLE_2ND_CNT INT NOT NULL ,VAULT_MPAY_TITLE_2ND_CNT INT NOT NULL ,VAULT_OEND_TITLE_2ND_CNT INT NOT NULL ,VAULT_SPAY_SIG_CNT INT NOT NULL ,VAULT_MPAY_SIG_CNT INT NOT NULL ,VAULT_OEND_SIG_CNT INT NOT NULL ,VAULT_BAG_MIDDAY_CNT INT NOT NULL ,VAULT_BAG_MIDDAY_CHK_CNT INT NOT NULL ,VAULT_BAG_MIDDAY_AMT NUMBER(19,4) NOT NULL ,VAULT_BAG_EODAY_CNT INT NOT NULL ,VAULT_BAG_EODAY_CHK_CNT INT NOT NULL ,VAULT_BAG_EODAY_AMT NUMBER(19,4) NOT NULL ,VAULT_SPAY_PAYDAY_CHECKS_AMT NUMBER(19,4) NOT NULL ,VAULT_SPAY_PAYDAY_CHECKS_CNT INT NOT NULL ,VAULT_SPAY_PAYDAY_DEBIT_CARDS_AMT NUMBER(19,4) NOT NULL ,VAULT_SPAY_PAYDAY_DEBIT_CARDS_CNT INT NOT NULL ,VAULT_GOLD_DAILY_BAGS_CNT INT NOT NULL ,VAULT_GOLD_DAILY_BAGS_AMT NUMBER(10,4) NOT NULL ,VAULT_2P NUMBER(19,4) NULL ,VAULT_20P NUMBER(19,4) NULL ,VAULT_02 NUMBER(19,4) NULL ,Vault_Tot_Cash NUMBER(19,4) NULL "
VaultMasterParsedCash,"VAULT_MASTER_PARSED_CASH_KEY INT NOT NULL ,VAULT_KEY INT NOT NULL ,DENOMINATION_KEY INT NOT NULL ,AMOUNT NUMBER(19,4) NOT NULL "
VaultMgrAssignment,"VM_ASSIGN_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,LOGGED_ON_INITS CHAR(8000) NOT NULL COLLATE ""en-ci"",CURRENT_VM_INITS CHAR(8000) NOT NULL COLLATE ""en-ci"",NEW_VM_INITS CHAR(8000) NOT NULL COLLATE ""en-ci"",OTHER_AUTH_INITS CHAR(8000) NULL COLLATE ""en-ci"",TIME_ASSIGNED datetime NOT NULL "
VaultMgrAuthorization,"VM_AUTH_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,LOGGED_ON_INITS CHAR(8000) NOT NULL COLLATE ""en-ci"",CURRENT_VM_INITS CHAR(8000) NOT NULL COLLATE ""en-ci"",OTHER_AUTH_INITS CHAR(8000) NULL COLLATE ""en-ci"",TIME_AUTHORIZED datetime NOT NULL ,TRANS_AMT NUMBER(19,4) NOT NULL ,TRANS_RIGHTS_KEY INT NOT NULL ,VMA_TRANS_TYPE_KEY INT NOT NULL "
VaultMgrAuthorizationDetail,"VM_AUTH_DETAIL_KEY INT NOT NULL ,VM_AUTH_KEY INT NOT NULL ,APPROVAL_TIME datetime NOT NULL ,MESSAGE_ID INT NULL ,CUSTOMER_KEY INT NULL ,LOAN_KEY INT NULL ,TRANS_POS_KEY INT NULL ,ORIG_VALUE DECIMAL(38,0) NULL ,AUTH_VALUE DECIMAL(38,0) NULL ,IS_CURRENCY BOOLEAN NOT NULL ,IS_PERCENT BOOLEAN NOT NULL ,MESSAGE_DATA VARCHAR(8000) NULL COLLATE ""en-ci"",IS_VM_AUTH BOOLEAN NULL "
VaultMgrAuthorizationNote,"VMA_NOTE_KEY INT NOT NULL ,VM_AUTH_KEY INT NOT NULL ,NOTE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SCORE_SUMMARY_KEY INT NOT NULL "
VaultRecalcAdj,"VAULT_RECALC_ADJ_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",FIELD_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VAULT_AMT NUMERIC NOT NULL ,VAULT_CNT INT NOT NULL ,CALC_AMT NUMERIC NOT NULL ,CALC_CNT INT NOT NULL ,AMT_DIFF NUMERIC NULL ,CNT_DIFF INT NULL "
VaultService,"VAULT_SERVICE_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,SERVICE_DETAIL_KEY INT NOT NULL ,VAULT_QTY INT NOT NULL "
Vehicle,"VEHICLE_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL ,VEH_VIN VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VEH_MAKE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VEH_MODEL VARCHAR(8000) NULL COLLATE ""en-ci"",VEH_BODY VARCHAR(8000) NULL COLLATE ""en-ci"",VEH_ENGINE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VEH_TRANS VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VEH_DRIVE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VEH_MISC_EQUIP1 VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VEH_MISC_EQUIP2 VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VEH_MISC_EQUIP3 VARCHAR(8000) NOT NULL COLLATE ""en-ci"",VEH_YEAR smallint NOT NULL ,LIST_PRICE NUMBER(19,4) NOT NULL ,VEH_COLOR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FUEL_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",PLATE VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VehicleCondition,"VEHICLE_CONDITION_KEY CHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VehicleHistory,"VEHICLE_HISTORY_KEY INT NOT NULL ,VEHICLE_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,LOAN_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",LOCATION smallint NOT NULL ,VEH_WHOLESALE NUMBER(10,4) NOT NULL ,VEH_MILEAGE INT NOT NULL ,VEH_CONDITION CHAR(8000) NOT NULL COLLATE ""en-ci"",VEH_VER_EST CHAR(8000) NOT NULL COLLATE ""en-ci"""
VehicleLegalStatus,"VEHICLE_LEGAL_STATUS_KEY CHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VehicleOdometerCode,"VEHICLE_ODOMETER_CODE_KEY CHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VehicleQuote,"VEHICLE_QUOTE_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",LOCATION smallint NOT NULL ,VIN VARCHAR(8000) NOT NULL COLLATE ""en-ci"",MILEAGE_VALUE NUMBER(10,4) NOT NULL ,RETAIL_PRICE NUMBER(10,4) NOT NULL ,WHOLESALE_PRICE NUMBER(10,4) NOT NULL ,MILEAGE INT NOT NULL ,PLATE VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VehicleType,"VEHICLE_TYPE_KEY CHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VergeLoanTransferEligibility,"VERGE_LOAN_TRANSFER_ELIGIBILITY_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,LOAN_KEY INT NOT NULL ,EXPIRATION_DATE DATE NOT NULL ,BALANCE NUMBER(10,4) NULL ,CREDIT_LIMIT NUMBER(10,4) NULL ,HASH VARCHAR(8000) NULL COLLATE ""en-ci"",LAST_UPDATE TIMESTAMP_LTZ NULL ,IS_TRANSFERED BOOLEAN NULL "
VeritecLoanID,"LOAN_KEY INT NOT NULL ,TRANS_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",MANUALLY_ENTERED BOOLEAN NOT NULL ,VERITEC_LOAN_ID_KEY INT NOT NULL ,CUSTOMER_KEY INT NULL "
